ï..Country.Name,Country.Code,Indicator.Name,Indicator.Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2020
China,CHN,"Adjusted net enrolment rate, primary, gender parity index (GPI)",UIS.NERA.1.GPI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.919950008,0,0,0,0,0.945569992,0.95006001,0.956399977,0.967440009,0.977630019,0.987789989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,CHN,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.20688629,0,97.22341919,97.81819916,92.72566223,88.34625244,86.92516327,88.92726898,92.38774109,88.27377319,87.63868713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,CHN,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.24086761,0,94.52674866,95.50366974,90.84114075,86.62593079,85.44680023,87.81083679,91.64768219,88.08056641,87.70153046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,CHN,"Adjusted net intake rate to Grade 1 of primary education, gender parity index (GPI)",UIS.NIRA.1.GPI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942409992,0,0.947489977,0.955039978,0.961269975,0.962899983,0.96758002,0.976029992,0.984669983,0.995800018,1.001379967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,CHN,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,99.76550293,100,94.50068665,89.96336365,88.30935669,89.96768951,93.07420349,88.45220947,87.58088684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,CHN,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,0,0,0,0,0,0,0,0,0,0,0,0,68.99163055,0,0,0,0,0,0,0,70.14402771,0,0,0,0,0,0,0,0,0,72.69577,0,0,0,0,0,0,0,0,0,73.50209,0,0,0,0,0,0,0,0
China,CHN,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,0,0,0,0,0,0,0,0,0,0,0,0,227240528,0,0,0,0,0,0,0,182658288,0,0,0,0,0,0,0,0,0,86449754,0,0,0,0,0,0,0,0,0,53766856,0,0,0,0,0,0,0,0
China,CHN,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,0,0,0,0,0,0,0,0,0,0,0,0,156776944,0,0,0,0,0,0,0,128123872,0,0,0,0,0,0,0,0,0,62845314,0,0,0,0,0,0,0,0,0,39519764,0,0,0,0,0,0,0,0
China,CHN,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,0,0,0,0,0,0,0,0,0,0,0,0,70463592,0,0,0,0,0,0,0,54534412,0,0,0,0,0,0,0,0,0,23604439,0,0,0,0,0,0,0,0,0,14247092,0,0,0,0,0,0,0,0
